step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate
42,1.3584808111190796,0.6756756901741028,,1.0325707522305576,0.6818181818181818,,,,
43,1.0456210374832153,0.7058823704719543,,1.00635864621117,0.7857142857142857,,,,
44,0.7667444944381714,0.7647058963775635,,1.805446771474985,0.5897435897435898,,,,
45,1.2188653945922852,0.6170212626457214,,1.0539821342185691,0.7037037037037037,,,,
46,0.8644587993621826,0.6666666865348816,,1.2412770344660833,0.6538461538461539,,,,
47,1.212925910949707,0.6666666865348816,,0.8023069699605306,0.8333333333333334,,,,
48,0.9396411180496216,0.7058823704719543,,1.1048266092936199,0.6,,,,
49,0.8652339577674866,0.8461538553237915,,0.9334059322581572,0.7941176470588235,,,,
50,1.1580984592437744,0.6190476417541504,,2.089603821436564,0.5416666666666666,,,,
51,1.1965960264205933,0.6346153616905212,,1.3913397508509018,0.6764705882352942,,,,
52,1.0523937940597534,0.6000000238418579,,0.9830464902131454,0.7391304347826086,,,,
53,2.4504852294921875,0.5199999809265137,,1.0320435841878255,0.6666666666666666,,,,
54,0.7591129541397095,0.7727272510528564,,1.5180268538625616,0.6842105263157895,,,,
55,0.7965207695960999,0.8285714387893677,,1.5589668909708658,0.4666666666666667,,,,
56,1.0037052631378174,0.7169811129570007,,1.5802000999450683,0.55,,,,
57,1.5200002193450928,0.5,,0.6894349318284255,0.6923076923076923,,,,
58,1.0888761281967163,0.6666666865348816,,1.6797772457725124,0.5263157894736842,,,,
59,1.3503984212875366,0.6190476417541504,,1.5744024912516277,0.5555555555555556,,,,
60,0.6995176672935486,0.7083333134651184,,2.3106049346923827,0.56,,,,
61,1.131824254989624,0.7307692170143127,,1.3857914606730144,0.6,,,,
62,1.2754337787628174,0.6399999856948853,,1.0838867636287914,0.5882352941176471,,,,
63,1.0132814645767212,0.6666666865348816,,1.303677104768299,0.6190476190476191,,,,
64,1.0912870168685913,0.699999988079071,,0.8287741487676447,0.6818181818181818,,,,
65,0.8812419772148132,0.7441860437393188,,1.2908777039626549,0.6551724137931034,,,,
66,0.7918452024459839,0.8235294222831726,,1.193167393024151,0.6538461538461539,,,,
67,1.0067917108535767,0.7058823704719543,,0.7196237123929538,0.6923076923076923,,,,
68,0.8334779739379883,0.7777777910232544,,1.0266446471214294,0.703125,,,,
69,1.3704239130020142,0.5263158082962036,,0.9128396352132161,0.8666666666666667,,,,
70,1.3687973022460938,0.5555555820465088,,0.8878884315490723,0.6875,,,,
71,1.1445509195327759,0.6428571343421936,,1.5006564988030329,0.7222222222222222,,,,
72,0.5994496941566467,0.761904776096344,,1.382918017251151,0.6428571428571429,,,,
73,0.893589973449707,0.625,,0.5308622784084744,0.7777777777777778,,,,
74,1.566129207611084,0.6399999856948853,,0.6295921688988095,0.7619047619047619,,,,
75,1.3317385911941528,0.6481481194496155,,1.3213968974788015,0.6341463414634146,,,,
76,0.9692720174789429,0.6818181872367859,,1.1434313986036513,0.6944444444444444,,,,
77,1.2378270626068115,0.6363636255264282,,1.024490854014521,0.5652173913043478,,,,
78,1.1472525596618652,0.7222222089767456,,0.8934702379950161,0.7241379310344828,,,,
79,0.769805908203125,0.8333333134651184,,1.1255707210964627,0.6666666666666666,,,,
80,0.9907902479171753,0.7142857313156128,,0.9300120093605735,0.7272727272727273,,,,
81,1.2154958248138428,0.692307710647583,,0.8672403608049665,0.7619047619047619,,,,
82,0.965748131275177,0.5957446694374084,,1.711114003108098,0.5897435897435898,,,,
83,1.117209553718567,0.6969696879386902,,0.9848596078378183,0.7037037037037037,,,,
84,1.2411918640136719,0.6034482717514038,,1.114931766803448,0.6538461538461539,,,,
85,0.5397428870201111,0.8333333134651184,,0.6944732666015625,0.8333333333333334,,,,
86,0.8791157007217407,0.761904776096344,,0.9915158589680989,0.6,,,,
87,0.9950403571128845,0.5806451439857483,,0.8915197148042566,0.7941176470588235,,,,
88,1.3196380138397217,0.5555555820465088,,2.19122306505839,0.5,,,,
89,0.6220464110374451,0.800000011920929,,1.2571697796092314,0.7058823529411765,,,,
90,1.3364574909210205,0.5510203838348389,,0.8459254555080248,0.7391304347826086,,,,
91,0.568041205406189,0.800000011920929,,1.0461713155110677,0.6666666666666666,,,,
92,0.9314102530479431,0.75,,1.5573549772563733,0.631578947368421,,,,
93,1.1223801374435425,0.5909090638160706,,1.5128653208414713,0.5,,,,
94,1.0477488040924072,0.5862069129943848,,1.434467887878418,0.75,,,,
95,1.2422813177108765,0.6000000238418579,,0.7491788864135742,0.8076923076923077,,,,
96,1.1015355587005615,0.6590909361839294,,1.3879336306923313,0.5263157894736842,,,,
97,1.0424526929855347,0.6363636255264282,,1.495388666788737,0.5555555555555556,,,,
98,0.5161667466163635,0.8181818127632141,,2.364415740966797,0.56,,,,
99,1.3206517696380615,0.692307710647583,,1.4016305923461914,0.6666666666666666,,,,
100,0.895843505859375,0.6666666865348816,,1.124523723826689,0.5294117647058824,,,,
101,0.7178372740745544,0.7200000286102295,,1.180340085710798,0.5714285714285714,,,,
102,1.7392899990081787,0.4838709533214569,,0.8159070014953613,0.6363636363636364,,,,
103,0.9431832432746887,0.6521739363670349,,1.2460202841923154,0.6551724137931034,,,,
104,0.9751752018928528,0.71875,,1.1490976627056415,0.6538461538461539,,,,
105,1.3918089866638184,0.6666666865348816,,0.7166423797607422,0.6923076923076923,,,,
106,0.8864749073982239,0.7857142686843872,,1.0623649656772614,0.671875,,,,
107,0.8382430076599121,0.6499999761581421,,0.8034788767496744,0.8666666666666667,,,,
108,0.9411152005195618,0.699999988079071,,0.8047900199890137,0.6875,,,,
109,0.814456045627594,0.6571428775787354,,1.4857401318020291,0.6666666666666666,,,,
110,0.8803168535232544,0.75,,1.322068418775286,0.7142857142857143,,,,
111,1.2110947370529175,0.5897436141967773,,0.5390573077731662,0.7777777777777778,,,,
112,1.1416326761245728,0.7083333134651184,,0.6025821140834263,0.7619047619047619,,,,
113,0.44139671325683594,0.8999999761581421,,1.2880231345572122,0.6341463414634146,,,,
114,1.0280044078826904,0.6153846383094788,,1.0159042676289876,0.75,,,,
115,1.0122979879379272,0.8333333134651184,,0.8809356689453125,0.6956521739130435,,,,
116,1.0062578916549683,0.7599999904632568,,0.9345613019219761,0.6551724137931034,,,,
117,0.7877258658409119,0.7307692170143127,,1.1823497348361545,0.7222222222222222,,,,
118,1.334580659866333,0.6086956262588501,,0.8746578910134055,0.7727272727272727,,,,
119,0.8644819855690002,0.6774193644523621,,0.8911015192667643,0.7619047619047619,,,,
120,1.2470883131027222,0.6764705777168274,,1.6536040183825371,0.5384615384615384,,,,
121,1.4547723531723022,0.5769230723381042,,0.9928277333577474,0.7407407407407407,,,,
122,1.0419787168502808,0.761904776096344,,1.0438047555776744,0.6923076923076923,,,,
123,1.3773564100265503,0.6666666865348816,,0.5982017517089844,0.8333333333333334,,,,
124,0.9876646995544434,0.6800000071525574,,0.9735455830891927,0.6666666666666666,,,,
125,0.9096717834472656,0.6666666865348816,,0.8631738774916705,0.7941176470588235,,,,
126,1.3130053281784058,0.5681818127632141,,2.176330804824829,0.5,,,,
127,0.9934151768684387,0.7407407164573669,,1.2012735815609203,0.6764705882352942,,,,
128,1.1118041276931763,0.6538461446762085,,0.8354382722274117,0.782608695652174,,,,
129,1.416934847831726,0.6000000238418579,,1.185422134399414,0.6,,,,
130,1.0252995491027832,0.6578947305679321,,1.578223981355366,0.6842105263157895,,,,
131,1.1404597759246826,0.6578947305679321,,1.446501096089681,0.5,,,,
132,0.7196727991104126,0.8823529481887817,,1.3436944007873535,0.7,,,,
133,1.2199405431747437,0.6896551847457886,,0.7443871131310096,0.7307692307692307,,,,
134,1.145889163017273,0.5918367505073547,,1.4420808490953947,0.5263157894736842,,,,
135,0.8191575407981873,0.6666666865348816,,1.3194833331637912,0.6111111111111112,,,,
136,1.4200470447540283,0.44999998807907104,,2.3180476379394532,0.56,,,,
137,0.9358143210411072,0.6111111044883728,,1.2343762715657551,0.6666666666666666,,,,
138,1.3148733377456665,0.7142857313156128,,1.0898922190946692,0.5294117647058824,,,,
139,0.7466749548912048,0.800000011920929,,1.1432122275942849,0.5714285714285714,,,,
140,1.2102887630462646,0.6111111044883728,,0.7715802626176314,0.7045454545454546,,,,
141,1.457718014717102,0.5,,1.1177570737641433,0.6896551724137931,,,,
142,0.7598443031311035,0.7555555701255798,,1.2081612807053785,0.5769230769230769,,,,
143,1.5662907361984253,0.5813953280448914,,0.6698969327486478,0.7692307692307693,,,,
144,0.9927921295166016,0.761904776096344,,0.9449734091758728,0.703125,,,,
145,1.067598581314087,0.6190476417541504,,0.698080317179362,0.8666666666666667,,,,
146,0.7010774612426758,0.9166666865348816,,0.9802606105804443,0.625,,,,
147,0.9053953886032104,0.75,,1.308101389143202,0.6666666666666666,,,,
148,0.8495841026306152,0.699999988079071,,1.2535486221313477,0.6071428571428571,,,,
149,1.4479503631591797,0.5,,0.4884703954060872,0.7777777777777778,,,,
150,0.8019307851791382,0.7317073345184326,,0.5923728942871094,0.7619047619047619,,,,
151,1.252388834953308,0.6785714030265808,,1.302250606257741,0.6341463414634146,,1.1296927741193397,0.6692913385826772,
152,0.7639254927635193,0.695652186870575,,0.9668054050869412,0.75,,,,
153,0.6951050758361816,0.7241379022598267,,0.8096182450004246,0.6956521739130435,,,,
154,0.4945507049560547,0.8666666746139526,,0.8599881139294855,0.6896551724137931,,,,
155,0.7064462304115295,0.7021276354789734,,1.1237303415934246,0.6666666666666666,,,,
156,1.0805984735488892,0.625,,0.8583986975929954,0.7727272727272727,,,,
157,1.0131579637527466,0.774193525314331,,0.9088957196190244,0.7619047619047619,,,,
158,0.9198837876319885,0.5333333611488342,,1.6222042670616736,0.5384615384615384,,,,
159,0.8521074652671814,0.800000011920929,,0.9550281100802951,0.7407407407407407,,,,
160,0.8359082937240601,0.6000000238418579,,1.0725012559157152,0.6153846153846154,,,,
161,0.6727904081344604,0.7857142686843872,,0.5348358154296875,0.8333333333333334,,,,
162,0.9175330996513367,0.7169811129570007,,0.9215482076009115,0.6,,,,
163,0.8060388565063477,0.7777777910232544,,0.8845145281623391,0.7352941176470589,,,,
164,0.6297420263290405,0.75,,2.2314883867899575,0.5416666666666666,,,,
165,0.9373302459716797,0.6315789222717285,,1.2877099654253792,0.7058823529411765,,,,
166,0.9735466241836548,0.7068965435028076,,0.8174678139064623,0.782608695652174,,,,
167,0.6567387580871582,0.75,,1.1155303955078124,0.6,,,,
168,1.2337646484375,0.6984127163887024,,1.4627098284269635,0.6842105263157895,,,,
169,0.6069382429122925,0.8461538553237915,,1.2826968510945638,0.5333333333333333,,,,
170,0.9484809637069702,0.7142857313156128,,1.2098982810974122,0.75,,,,
171,0.5647125244140625,0.9230769276618958,,0.7118475987361028,0.7307692307692307,,,,
172,0.4968152940273285,0.8823529481887817,,1.3284889020417865,0.5789473684210527,,,,
173,0.8209114074707031,0.7058823704719543,,1.262057410346137,0.6111111111111112,,,,
174,1.1590116024017334,0.6666666865348816,,2.4244821166992185,0.56,,,,
175,0.5273450016975403,0.8571428656578064,,1.3213560104370117,0.7,,,,
176,1.0446109771728516,0.6800000071525574,,0.9833479488597197,0.5882352941176471,,,,
177,1.2082995176315308,0.550000011920929,,1.2072310220627558,0.5714285714285714,,,,
178,0.33894219994544983,0.8999999761581421,,0.8244360143488104,0.6363636363636364,,,,
179,0.6998834013938904,0.7647058963775635,,1.1597600476495151,0.7241379310344828,,,,
180,0.7161533236503601,0.75,,1.1522776530339167,0.5769230769230769,,,,
181,0.9403088688850403,0.7307692170143127,,0.6872524848351111,0.6923076923076923,,,,
182,1.1496025323867798,0.6666666865348816,,0.9900178611278534,0.6875,,,,
183,0.6271184682846069,0.75,,0.6559293111165364,0.8,,,,
184,0.6092193722724915,0.800000011920929,,0.7697498798370361,0.6875,,,,
185,0.25851187109947205,0.9666666388511658,,1.382376299964057,0.6666666666666666,,,,
186,0.8311542272567749,0.6818181872367859,,1.232081345149449,0.6785714285714286,,,,
187,0.807855486869812,0.7333333492279053,,0.4883657031589084,0.7777777777777778,,,,
188,0.7423418164253235,0.75,,0.579280035836356,0.8095238095238095,,,,
189,1.0159437656402588,0.7368420958518982,,1.2785269109214223,0.5853658536585366,,,,
190,0.8411519527435303,0.6111111044883728,,0.8996409840053983,0.7222222222222222,,,,
191,1.1410348415374756,0.7241379022598267,,0.9192704739777938,0.6956521739130435,,,,
192,1.2064872980117798,0.5333333611488342,,0.8439410637164938,0.7586206896551724,,,,
193,0.9687914848327637,0.7941176295280457,,1.0852752261691623,0.7222222222222222,,,,
194,0.8224191069602966,0.7272727489471436,,0.9071712493896484,0.7727272727272727,,,,
195,1.4227579832077026,0.5806451439857483,,0.8296584174746559,0.7619047619047619,,,,
196,0.8969224691390991,0.7200000286102295,,1.619236334776267,0.5897435897435898,,,,
197,0.4238644540309906,0.9047619104385376,,1.0245395942970559,0.6666666666666666,,,,
198,0.8815295100212097,0.7142857313156128,,1.036337559039776,0.6538461538461539,,,,
199,1.3352749347686768,0.6000000238418579,,0.5935346285502116,0.8333333333333334,,,,
200,0.7977725863456726,0.7441860437393188,,1.181115976969401,0.6,,,,
201,0.6806982755661011,0.7142857313156128,,0.7998019386740292,0.7647058823529411,,,,
202,1.4167696237564087,0.5,,2.348134676615397,0.5833333333333334,,,,
203,0.6141240000724792,0.7666666507720947,,1.2329268175012924,0.7058823529411765,,,,
204,0.8117502927780151,0.8888888955116272,,0.7902025969132133,0.782608695652174,,,,
205,0.7895873785018921,0.8148148059844971,,0.9395601908365886,0.8,,,,
206,1.0839829444885254,0.6724137663841248,,1.568186508981805,0.631578947368421,,,,
207,1.4311598539352417,0.6279069781303406,,1.053020985921224,0.6333333333333333,,,,
208,1.0389188528060913,0.7307692170143127,,1.241286277770996,0.75,,,,
209,0.7108545899391174,0.8709677457809448,,0.7165452516995944,0.8076923076923077,,,,
210,0.7084712982177734,0.8095238208770752,,1.6685448696738796,0.5263157894736842,,,,
211,0.8297746181488037,0.7307692170143127,,1.168505244784885,0.6111111111111112,,,,
212,1.1608060598373413,0.644444465637207,,2.335469055175781,0.56,,,,
213,0.7953073382377625,0.6551724076271057,,1.2522602717081706,0.6333333333333333,,,,
214,1.1693596839904785,0.5909090638160706,,1.0662084467270796,0.6470588235294118,,,,
215,1.0570940971374512,0.5555555820465088,,1.0848550342378163,0.5952380952380952,,,,
216,0.6359428763389587,0.7777777910232544,,0.7754186716946688,0.7045454545454546,,,,
217,0.6602128148078918,0.75,,1.1665190334977775,0.6896551724137931,,,,
218,0.980631411075592,0.6170212626457214,,1.1970657201913686,0.5769230769230769,,,,
219,0.4998607635498047,0.8333333134651184,,0.6620536217322717,0.6923076923076923,,,,
220,0.668944776058197,0.7647058963775635,,0.9507947862148285,0.671875,,,,
221,0.6084712147712708,0.8571428656578064,,0.6707776387532552,0.8,,,,
222,0.7677780985832214,0.7142857313156128,,0.8948997259140015,0.6875,,,,
223,1.167914628982544,0.6666666865348816,,1.38945738474528,0.6666666666666666,,,,
224,0.7249206304550171,0.7317073345184326,,1.1681291035243444,0.6428571428571429,,,,
225,0.8932806849479675,0.7083333134651184,,0.454760127597385,0.8333333333333334,,,,
226,0.6604223251342773,0.8181818127632141,,0.5647811889648438,0.7619047619047619,,,,
227,0.7660400867462158,0.8333333134651184,,1.3511493496778535,0.6097560975609756,,,,
228,0.770127534866333,0.7368420958518982,,0.9719379742940267,0.6944444444444444,,,,
229,0.5899528861045837,0.8333333134651184,,0.8273545970087466,0.6956521739130435,,,,
230,0.6441854238510132,0.8999999761581421,,0.8145878232758621,0.7241379310344828,,,,
231,0.40623173117637634,0.875,,1.145398563808865,0.7222222222222222,,,,
232,0.45100873708724976,0.800000011920929,,0.8228093060580167,0.7727272727272727,,,,
233,0.8994386792182922,0.800000011920929,,0.9056644893827892,0.7380952380952381,,,,
234,0.6399402022361755,0.7948718070983887,,1.7453759511311848,0.5897435897435898,,,,
235,0.7983618974685669,0.6666666865348816,,0.9328512262415003,0.7037037037037037,,,,
236,0.783795952796936,0.8235294222831726,,1.0429041202251728,0.6153846153846154,,,,
237,0.9272027611732483,0.6969696879386902,,0.5554294586181641,0.8333333333333334,,,,
238,0.9419095516204834,0.7333333492279053,,1.057357406616211,0.6,,,,
239,0.6203504800796509,0.7241379022598267,,0.8266198214362649,0.7647058823529411,,,,
240,2.2693614959716797,0.5199999809265137,,2.3213122685750327,0.5416666666666666,,,,
241,1.251504898071289,0.7200000286102295,,1.3765200446633732,0.6764705882352942,,,,
242,0.4740975797176361,0.9523809552192688,,0.8579981430717136,0.782608695652174,,,,
243,0.9880067706108093,0.6818181872367859,,1.047433598836263,0.6666666666666666,,,,
244,0.9778181314468384,0.7142857313156128,,1.5782808002672697,0.631578947368421,,,,
245,0.8943089842796326,0.6756756901741028,,0.9490341822306315,0.7,,,,
246,0.9043833017349243,0.7307692170143127,,1.2681892395019532,0.7,,,,
247,0.973219633102417,0.5714285969734192,,0.748695446894719,0.8076923076923077,,,,
248,0.33938390016555786,0.8636363744735718,,1.750265121459961,0.5263157894736842,,,,
249,0.8583294153213501,0.6888889074325562,,1.1106494267781575,0.6666666666666666,,,,
250,0.7337520718574524,0.6896551847457886,,2.3987490844726564,0.56,,,,
251,0.33155593276023865,0.9166666865348816,,1.2594090779622396,0.6333333333333333,,,,
252,1.390291452407837,0.4444444477558136,,1.050140380859375,0.5882352941176471,,,,
253,0.4989795684814453,0.8333333134651184,,1.1320787157331194,0.5952380952380952,,,,
254,0.995161771774292,0.6399999856948853,,0.7934855981306597,0.6818181818181818,,,,
255,1.0783883333206177,0.692307710647583,,1.1957293543322334,0.6896551724137931,,,,
256,0.5884448885917664,0.8235294222831726,,1.1721958747276893,0.6153846153846154,,,,
257,0.8033775687217712,0.6818181872367859,,0.6555935786320612,0.6923076923076923,,,,
258,0.9566227793693542,0.7222222089767456,,0.999518632888794,0.671875,,,,
259,1.2106311321258545,0.75,,0.8022535959879558,0.7333333333333333,,,,
260,1.1485342979431152,0.7777777910232544,,0.8454221487045288,0.6875,,,,
261,0.7947691082954407,0.800000011920929,,1.3979247940911188,0.6666666666666666,,,,
262,0.6360829472541809,0.8095238208770752,,1.1040947777884347,0.6785714285714286,,,,
263,0.7136766910552979,0.7200000286102295,,0.3638622495863173,0.8888888888888888,,,,
264,0.63728266954422,0.800000011920929,,0.5031364077613467,0.8095238095238095,,,,
265,1.2308226823806763,0.5384615659713745,,1.3114123460723133,0.6097560975609756,,,,
266,0.9957160353660583,0.6530612111091614,,0.9455675548977323,0.7222222222222222,,,,
267,0.9475642442703247,0.7179487347602844,,0.7696146757706351,0.6956521739130435,,,,
268,0.9436008930206299,0.692307710647583,,0.8018062196928879,0.7241379310344828,,,,
269,0.8016666769981384,0.6666666865348816,,1.0096753438313801,0.7222222222222222,,,,
270,0.9943075180053711,0.7083333134651184,,0.8704665790904652,0.7727272727272727,,,,
271,0.5905513167381287,0.8333333134651184,,0.9082440421694801,0.7619047619047619,,,,
272,0.21404647827148438,1,,1.68467282026242,0.6153846153846154,,,,
273,0.5087376832962036,0.78125,,0.9718278955530237,0.7407407407407407,,,,
274,1.1779125928878784,0.6521739363670349,,0.984581287090595,0.6153846153846154,,,,
275,0.8755526542663574,0.6470588445663452,,0.6534476280212402,0.8333333333333334,,,,
276,0.36450111865997314,0.8399999737739563,,1.0651097615559897,0.6,,,,
277,0.5393528938293457,0.875,,0.8471906886381262,0.7647058823529411,,,,
278,0.8187482953071594,0.8095238208770752,,2.2719414234161377,0.5833333333333334,,,,
279,0.4780944287776947,0.8235294222831726,,1.3481535631067612,0.7058823529411765,,,,
280,1.0536463260650635,0.7142857313156128,,0.738864566968835,0.7391304347826086,,,,
281,0.6334739923477173,0.800000011920929,,1.007314936319987,0.6666666666666666,,,,
282,0.8129819631576538,0.6774193644523621,,1.5775263936896073,0.631578947368421,,,,
283,1.075533151626587,0.6122449040412903,,0.9061247507731119,0.7,,,,
284,0.5451822280883789,0.7777777910232544,,1.2819315910339355,0.7,,,,
285,0.6659067869186401,0.8461538553237915,,0.7337725712702825,0.7307692307692307,,,,
286,0.9621077179908752,0.6363636255264282,,1.6940798508493524,0.5263157894736842,,,,
287,0.8360300660133362,0.698113203048706,,1.1038907368977864,0.6666666666666666,,,,
288,0.6685509085655212,0.6666666865348816,,2.339344787597656,0.56,,,,
289,0.6983222961425781,0.7857142686843872,,1.1939568201700845,0.6333333333333333,,,,
290,1.2538223266601562,0.625,,0.9889037188361672,0.5882352941176471,,,,
291,0.48055875301361084,0.8636363744735718,,1.1843206314813524,0.5714285714285714,,,,
292,0.6939188241958618,0.7692307829856873,,0.7333934090354226,0.7272727272727273,,,,
293,0.8447456359863281,0.7307692170143127,,1.166433202809301,0.6896551724137931,,,,
294,0.5104622840881348,0.7142857313156128,,1.1638946533203125,0.6538461538461539,,,,
295,1.3451581001281738,0.5555555820465088,,0.6474805978628305,0.6923076923076923,,,,
296,1.3361585140228271,0.6111111044883728,,0.975773274898529,0.671875,,,,
297,0.8493326902389526,0.7307692170143127,,0.7785369873046875,0.8,,,,
298,0.9967491030693054,0.7142857313156128,,0.8364503383636475,0.75,,,,
299,0.9432743191719055,0.6216216087341309,,1.3082027965121799,0.6666666666666666,,,,
300,1.1674206256866455,0.6190476417541504,,1.1570279938834054,0.7142857142857143,,,,
301,0.58903968334198,0.7777777910232544,,0.3914865917629666,0.8888888888888888,,,,
302,0.5389159321784973,0.7631579041481018,,0.5183684031168619,0.8095238095238095,,1.1290529468866783,0.6732283464566929,
303,0.6776953339576721,0.7272727489471436,,1.309086915923328,0.6097560975609756,,,,
304,0.36621642112731934,0.9411764740943909,,0.8340740203857422,0.75,,,,
305,0.578711211681366,0.800000011920929,,0.7592951733133068,0.782608695652174,,,,
306,0.5101754665374756,0.8181818127632141,,0.8100855597134294,0.7586206896551724,,,,
307,1.7085751295089722,0.6000000238418579,,0.9722280502319336,0.7222222222222222,,,,
308,0.3120349943637848,0.9333333373069763,,0.8572483929720792,0.8181818181818182,,,,
309,0.6019502282142639,0.75,,0.8542765208653041,0.7619047619047619,,,,
310,0.4461183547973633,0.8125,,1.6865198184282353,0.5897435897435898,,,,
311,1.008974313735962,0.7037037014961243,,0.9147761309588397,0.7407407407407407,,,,
312,0.4609376788139343,0.8666666746139526,,1.0004964241614709,0.5769230769230769,,,,
313,0.720809817314148,0.7222222089767456,,0.6880464553833008,0.75,,,,
314,0.5201224684715271,0.9166666865348816,,1.1077823638916016,0.6,,,,
315,0.9716519117355347,0.7068965435028076,,0.8179397022022921,0.7647058823529411,,,,
316,0.4237559139728546,0.9259259104728699,,2.26786732673645,0.5833333333333334,,,,
317,0.5064965486526489,0.8235294222831726,,1.2773574380313648,0.7058823529411765,,,,
318,1.086164116859436,0.7111111283302307,,0.7960360153861668,0.782608695652174,,,,
319,0.5250895619392395,0.8500000238418579,,0.8843254089355469,0.7333333333333333,,,,
320,0.5849213600158691,0.8095238208770752,,1.5362524735300165,0.631578947368421,,,,
321,0.35748201608657837,0.9523809552192688,,0.8766248067220052,0.7,,,,
322,0.6893294453620911,0.8095238208770752,,1.2438223838806153,0.7,,,,
323,0.7866634726524353,0.7777777910232544,,0.737582280085637,0.6923076923076923,,,,
324,0.5850759148597717,0.7857142686843872,,1.704459039788497,0.5263157894736842,,,,
325,0.48373621702194214,0.8571428656578064,,1.0532703399658203,0.6666666666666666,,,,
326,0.77143394947052,0.7857142686843872,,2.4710508728027345,0.52,,,,
327,0.6433411240577698,0.7307692170143127,,1.1683561325073242,0.6666666666666666,,,,
328,0.7643505930900574,0.7272727489471436,,1.0370556326473461,0.5882352941176471,,,,
329,0.38128626346588135,0.875,,1.2018233707972936,0.5714285714285714,,,,
330,0.4967581033706665,0.800000011920929,,0.7595837332985618,0.7272727272727273,,,,
331,0.6231566667556763,0.8500000238418579,,1.226660366716056,0.7586206896551724,,,,
332,0.9431727528572083,0.7142857313156128,,1.1065415602463942,0.6538461538461539,,,,
333,0.2963028848171234,0.9047619104385376,,0.5610446929931641,0.6923076923076923,,,,
334,0.9327640533447266,0.7083333134651184,,1.0796887576580048,0.65625,,,,
